Ticker,Asset Name,Transaction Date,Disclosure Date,Type,Amount Range,Insider Title,Min Amount,Max Amount,Midpoint Amount
ABT,Abbott Laboratories,2017-10-18,10/18/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JNJ,Johnson &amp; Johnson,2017-10-17,10/17/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NVDA,NVIDIA Corporation,2017-10-30,10/30/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NFLX,"Netflix, Inc.",2017-10-30,10/30/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
COF,Capital One Financial Corporation,2017-10-30,10/30/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2017-10-25,10/25/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CVS,CVS Health Corporation,2017-10-25,10/25/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
T,AT&amp;T Inc.,2017-10-25,10/25/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ABT,Abbott Laboratories,2017-10-24,10/24/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MDT,Medtronic plc,2017-10-24,10/24/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TGT,Target Corporation,2017-10-17,10/17/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-11-01,11/01/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated,2017-10-31,10/31/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
COST,Costco Wholesale Corporation,2017-10-30,10/30/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SLB,Schlumberger Limited,2017-10-30,10/30/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SYK,Stryker Corporation,2017-10-30,10/30/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COP,ConocoPhillips,2017-10-30,10/30/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-10-30,10/30/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-10-30,10/30/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Incorporated,2017-10-30,10/30/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2017-10-27,10/27/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-10-27,10/27/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GLW,Corning Incorporated,2017-10-25,10/25/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Incorporated,2017-10-23,10/23/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Incorporated,2017-10-23,10/23/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Incorporated,2017-10-20,10/20/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-19,10/19/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-18,10/18/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-10-18,10/18/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Incorporated,2017-10-16,10/16/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-10-16,10/16/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2017-10-12,10/12/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-11,10/11/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2017-10-09,10/09/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-10-09,10/09/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-09,10/09/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2017-10-06,10/06/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-06,10/06/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SLB,Schlumberger Limited,2017-10-05,10/05/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GM,General Motors Company,2017-10-05,10/05/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-05,10/05/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-10-05,10/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-10-03,10/03/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-10-03,10/03/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-10-02,10/02/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GM,General Motors Company,2017-10-02,10/02/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
INTC,Intel Corporation,2017-09-15,09/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PM,Philip Morris International Inc.,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
PFE,Pfizer Inc.,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NEE,"NextEra Energy, Inc.",2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LMT,Lockheed Martin Corporation,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
INTC,Intel Corporation,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
XOM,Exxon Mobil Corporation,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CSCO,"Cisco Systems, Inc.",2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
T,AT&amp;T Inc.,2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated,2017-09-20,09/20/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GILD,"Gilead Sciences, Inc.",2017-09-20,09/20/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MCK,McKesson Corporation,2017-09-20,09/20/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
GILD,"Gilead Sciences, Inc.",2017-09-20,09/20/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
TJX,"The TJX Companies, Inc.",2017-09-20,09/20/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
UNP,Union Pacific Corporation,2017-09-20,09/20/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
HLT,Hilton Worldwide Holdings Inc.,2017-09-12,09/12/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WEC,"WEC Energy Group, Inc.",2017-09-05,09/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
V,Visa Inc.,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
RCL,Royal Caribbean Cruises Ltd.,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AVGO,Broadcom Limited,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
OXY,Occidental Petroleum Corporation,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
JPM,JPMorgan Chase &amp; Co.,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MCO,Moody's Corporation,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LVS,Las Vegas Sands Corp.,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
INCY,Incyte Corporation,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
JKHY,"Jack Henry &amp; Associates, Inc.",2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
ETN,Eaton Corporation plc,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CCI,Crown Castle International Corp.,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CVX,Chevron Corporation,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CME,CME Group Inc.,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AMT,American Tower Corporation,2017-09-08,09/08/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-09-29,09/29/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AMZN,"Amazon.com, Inc.",2017-09-27,09/27/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MRK,"Merck &amp; Co., Inc.",2017-09-27,09/27/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-09-26,09/26/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc.,2017-09-22,09/22/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAX,Baxter International Inc.,2017-09-22,09/22/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MRK,"Merck &amp; Co., Inc.",2017-09-22,09/22/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MRK,"Merck &amp; Co., Inc.",2017-09-21,09/21/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SLB,Schlumberger Limited,2017-09-13,09/13/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MRK,"Merck &amp; Co., Inc.",2017-09-12,09/12/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-09-11,09/11/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAX,Baxter International Inc.,2017-09-08,09/08/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2017-09-08,09/08/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2017-09-06,09/06/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
OKE,"ONEOK, Inc.",2017-09-05,09/05/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BA,The Boeing Company,2017-09-27,09/27/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SBUX,Starbucks Corporation,2017-09-26,09/26/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2017-09-26,09/26/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COF,Capital One Financial Corporation,2017-09-26,09/26/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
T,AT&amp;T Inc.,2017-09-26,09/26/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2017-09-26,09/26/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation,2017-09-07,09/07/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
NOC,Northrop Grumman Corporation,2017-09-28,09/28/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
QCOM,QUALCOMM Incorporated,2017-09-21,09/21/2017,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
IBM,International Business Machines Corporation,2017-09-21,09/21/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CVS,CVS Health Corporation,2017-09-15,09/15/2017,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
GM,General Motors Company,2017-08-30,08/30/2017,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
COHR,"Coherent, Inc.",2017-08-30,08/30/2017,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
Q,"Quintiles IMS Holdings, Inc.",2017-09-18,09/18/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
Q,"Quintiles IMS Holdings, Inc.",2017-09-18,09/18/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TSLA,"Tesla, Inc.",2017-08-24,08/24/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2017-08-24,08/24/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TSLA,"Tesla, Inc.",2017-08-24,08/24/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SYK,Stryker Corporation,2017-08-24,08/24/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-24,08/24/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CSCO,"Cisco Systems, Inc.",2017-08-30,08/30/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SO,The Southern Company,2017-08-18,08/18/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
QCOM,QUALCOMM Incorporated,2017-08-31,08/31/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
RMD,ResMed Inc.,2017-08-31,08/31/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GLW,Corning Incorporated,2017-08-31,08/31/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DHR,Danaher Corporation,2017-08-31,08/31/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
HRL,Hormel Foods Corporation,2017-08-31,08/31/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TMO,Thermo Fisher Scientific Inc.,2017-08-31,08/31/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
T,AT&amp;T Inc.,2017-08-07,08/07/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DVN,Devon Energy Corporation,2017-08-10,08/10/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BAC,Bank of America Corporation,2017-08-07,08/07/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SBUX,Starbucks Corporation,2017-08-07,08/07/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COF,Capital One Financial Corporation,2017-08-01,08/01/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
SBUX,Starbucks Corporation,2017-08-01,08/01/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2017-08-08,08/08/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
IBM,International Business Machines Corporation,2017-07-20,07/20/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2017-08-15,08/15/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
RF,Regions Financial Corporation,2017-08-11,08/11/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-11,08/11/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
LYV,"Live Nation Entertainment, Inc.",2017-08-10,08/10/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-10,08/10/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-10,08/10/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
WMT,"Wal-Mart Stores, Inc.",2017-08-10,08/10/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
EMR,Emerson Electric Co.,2017-08-09,08/09/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GE,General Electric Company,2017-08-09,08/09/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2017-08-09,08/09/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
SLB,Schlumberger Limited,2017-08-09,08/09/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
EMR,Emerson Electric Co.,2017-08-09,08/09/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2017-08-09,08/09/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2017-08-09,08/09/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
WMT,"Wal-Mart Stores, Inc.",2017-08-07,08/07/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-04,08/04/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
WMT,"Wal-Mart Stores, Inc.",2017-08-04,08/04/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
LYV,"Live Nation Entertainment, Inc.",2017-08-04,08/04/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-03,08/03/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-08-03,08/03/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
WMT,"Wal-Mart Stores, Inc.",2017-08-02,08/02/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-07-28,07/28/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-07-21,07/21/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
C,Citigroup Inc.,2017-07-25,07/25/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
HPQ,HP Inc.,2017-07-25,07/25/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
BMY,Bristol-Myers Squibb Company,2017-07-13,07/13/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GS,"The Goldman Sachs Group, Inc.",2017-07-28,07/28/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
COF,Capital One Financial Corporation,2017-07-28,07/28/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
SBUX,Starbucks Corporation,2017-07-28,07/28/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TSLA,"Tesla, Inc.",2017-07-28,07/28/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
JCI,Johnson Controls International plc,2017-07-28,07/28/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
CSCO,"Cisco Systems, Inc.",2017-07-28,07/28/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
FTV,Fortive Corporation,2016-07-05,07/05/2016,EXCHANGE,"$1,001 - $15,000",Senator,1001,15000,8000.5
GE,General Electric Company,2017-07-26,07/26/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2017-07-20,07/20/2017,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
C,Citigroup Inc.,2017-07-07,07/07/2017,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
NFLX,"Netflix, Inc.",2017-07-31,07/31/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation,2017-07-28,07/28/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NFLX,"Netflix, Inc.",2017-07-28,07/28/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation,2017-07-18,07/18/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
TJX,"The TJX Companies, Inc.",2017-07-24,07/24/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
T,AT&amp;T Inc.,2017-07-14,07/14/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2017-06-27,06/27/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
C,Citigroup Inc.,2017-06-27,06/27/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MCD,McDonald's Corporation,2017-06-20,06/20/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NEE,"NEE-NextEra Energy, Inc.",2017-06-16,06/16/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CAT,Caterpillar Inc.,2017-06-05,06/05/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SNA,Snap-on Incorporated,2017-06-15,06/15/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MOS,The Mosaic Company,2017-07-03,07/03/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
RF,Regions Financial Corporation,2017-06-26,06/26/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-06-23,06/23/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
RF,Regions Financial Corporation,2017-06-22,06/22/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-06-21,06/21/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CTSH,Cognizant Technology Solutions Corporation,2017-06-20,06/20/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
COST,Costco Wholesale Corporation,2017-06-16,06/16/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
EXR,Extra Space Storage Inc.,2017-06-16,06/16/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2017-06-09,06/09/2017,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
LYV,"Live Nation Entertainment, Inc.",2017-06-09,06/09/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2017-06-08,06/08/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
RF,Regions Financial Corporation,2017-06-06,06/06/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AMZN,"Amazon.com, Inc.",2017-06-20,06/20/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2017-06-20,06/20/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NFLX,"Netflix, Inc.",2017-06-20,06/20/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2017-06-12,06/12/2017,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2017-06-12,06/12/2017,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
QCOM,QUALCOMM Incorporated,2017-06-28,06/28/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
UNH,UnitedHealth Group Incorporated,2017-06-09,06/09/2017,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
JNJ,Johnson &amp; Johnson,2017-06-09,06/09/2017,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
Q,"Quintiles IMS Holdings, Inc.",2017-06-22,06/22/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
Q,"Quintiles IMS Holdings, Inc.",2017-06-22,06/22/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2017-05-03,05/03/2017,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TGT,Target Corporation,2017-05-03,05/03/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SPG,"Simon Property Group, Inc.",2017-06-05,06/05/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
WMB,"The Williams Companies, Inc.",2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMT,"Wal-Mart Stores, Inc.",2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
VZ,Verizon Communications Inc.,2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
VTR,"Ventas, Inc.",2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
UPS,"United Parcel Service, Inc.",2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
USB,U.S. Bancorp,2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TGT,Target Corporation,2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
STT,State Street Corporation,2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SO,The Southern Company,2017-06-15,06/15/2017,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
