Ticker,Asset Name,Transaction Date,Disclosure Date,Type,Amount Range,Insider Title,Min Amount,Max Amount,Midpoint Amount
AAPL,Apple Inc.,2020-06-24,06/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
COST,Costco Wholesale Corporation,2020-06-24,06/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2020-06-24,06/24/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
GOOG,Alphabet Inc.,2020-06-24,06/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-06-24,06/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-06-24,06/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
PYPL,"PayPal Holdings, Inc.",2020-06-24,06/24/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-06-23,06/23/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AMAT,"Applied Materials, Inc.",2020-06-23,06/23/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AVGO,Broadcom Inc.,2020-06-23,06/23/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MMM,3M Company,2020-06-23,06/23/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
MSFT,Microsoft Corporation,2020-06-23,06/23/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMAT,"Applied Materials, Inc.",2020-06-17,06/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
INTC,Intel Corporation,2020-06-17,06/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
KLAC,KLA Corporation,2020-06-17,06/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MSFT,Microsoft Corporation,2020-06-17,06/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NFLX,"Netflix, Inc.",2020-06-03,06/03/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
VMC,Vulcan Materials Company,2020-06-04,06/04/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
STZ,"Constellation Brands, Inc.",2020-06-04,06/04/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
PYPL,"PayPal Holdings, Inc.",2020-06-04,06/04/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MAR,"Marriott International, Inc.",2020-06-04,06/04/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
KLAC,KLA Corporation,2020-06-04,06/04/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AVGO,Broadcom Inc.,2020-06-04,06/04/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
VMC,Vulcan Materials Company,2020-06-05,06/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MAR,"Marriott International, Inc.",2020-06-05,06/05/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
GOOG,Alphabet Inc.,2020-06-05,06/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
CAT,Caterpillar Inc.,2020-06-05,06/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-06-05,06/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMAT,"Applied Materials, Inc.",2020-06-05,06/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-06-12,06/12/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
DIS,The Walt Disney Company,2020-06-12,06/12/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
DIS,The Walt Disney Company,2020-06-12,06/12/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-06-12,06/12/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-06-12,06/12/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
AMZN,"Amazon.com, Inc.",2020-06-02,06/02/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MAR,"Marriott International, Inc.",2020-05-27,05/27/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
NVDA,NVIDIA Corporation,2020-05-26,05/26/2020,PURCHASE,"$100,001 - $250,000",Senator,100001,250000,175000.5
GOOG,Alphabet Inc.,2020-05-21,05/21/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
PYPL,"PayPal Holdings, Inc.",2020-05-20,05/20/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
UBER,"Uber Technologies, Inc.",2020-05-11,05/11/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
UBER,"Uber Technologies, Inc.",2020-05-08,05/08/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-05-01,05/01/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
MCD,McDonald's Corporation,2020-05-05,05/05/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DPZ,"Domino's Pizza, Inc.",2020-05-05,05/05/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
STZ,"Constellation Brands, Inc.",2020-05-07,05/07/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GE,General Electric Company,2020-05-07,05/07/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ICE,"Intercontinental Exchange, Inc.",2020-05-20,05/20/2020,PURCHASE,"$1,000,001 - $5,000,000",Senator,1000001,5000000,3000000.5
ICE,"Intercontinental Exchange, Inc.",2020-05-20,05/20/2020,SALE (PARTIAL),"$5,000,001 - $25,000,000",Senator,5000001,25000000,15000000.5
ICE,"Intercontinental Exchange, Inc.",2020-05-20,05/20/2020,SALE (PARTIAL),"$1,000,001 - $5,000,000",Senator,1000001,5000000,3000000.5
V,Visa Inc.,2020-04-13,04/13/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
MSFT,Microsoft Corporation,2020-04-13,04/13/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
DOW,Dow Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DD,"DuPont de Nemours, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
BRK-B,Berkshire Hathaway Inc.,2020-04-14,04/14/2020,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
BAC,Bank of America Corporation,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
AAPL,Apple Inc.,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
PFE,Pfizer Inc.,2020-04-03,04/03/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2020-04-06,04/06/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
LYV,"Live Nation Entertainment, Inc.",2020-04-03,04/03/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MU,"Micron Technology, Inc.",2020-04-01,04/01/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
MU,"Micron Technology, Inc.",2020-04-01,04/01/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-04-14,04/14/2020,SALE (PARTIAL),"$100,001 - $250,000",Senator,100001,250000,175000.5
MU,"Micron Technology, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
MRK,"Merck &amp; Co., Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
MRK,"Merck &amp; Co., Inc.",2020-04-06,04/06/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2020-04-03,04/03/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
FDX,FedEx Corporation,2020-04-14,04/14/2020,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
DVN,Devon Energy Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DAL,"Delta Air Lines, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ALB,Albemarle Corporation,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
SBUX,Starbucks Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
SBUX,Starbucks Corporation,2020-04-03,04/03/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
RF,Regions Financial Corporation,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
PFE,Pfizer Inc.,2020-04-14,04/14/2020,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
LYV,"Live Nation Entertainment, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
GM,General Motors Company,2020-04-14,04/14/2020,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
GLW,Corning Incorporated,2020-04-14,04/14/2020,SALE (FULL),"$100,001 - $250,000",Senator,100001,250000,175000.5
ORCL,Oracle Corporation,2020-04-03,04/03/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
ORCL,Oracle Corporation,2020-04-09,04/09/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PEP,"PepsiCo, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
NWSA,News Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
ORCL,Oracle Corporation,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CVX,Chevron Corporation,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NKE,"NIKE, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
WFC,Wells Fargo &amp; Company,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
JPM,JPMorgan Chase &amp; Co.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BMY,Bristol-Myers Squibb Company,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
ORCL,Oracle Corporation,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BX,The Blackstone Group Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BRK-B,Berkshire Hathaway Inc.,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
COST,Costco Wholesale Corporation,2020-04-14,04/14/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
AMT,American Tower Corporation (REIT),2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
MRK,"Merck &amp; Co., Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MA,Mastercard Incorporated,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
PYPL,"PayPal Holdings, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
ABBV,AbbVie Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$50,001 - $100,000",Senator,50001,100000,75000.5
CSCO,"Cisco Systems, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
EXR,Extra Space Storage Inc.,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAX,Baxter International Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
XOM,Exxon Mobil Corporation,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SYK,Stryker Corporation,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COP,ConocoPhillips,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
FOX,Fox Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CTSH,Cognizant Technology Solutions Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
JNJ,Johnson &amp; Johnson,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
DIS,The Walt Disney Company,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CSCO,"Cisco Systems, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MDLZ,"Mondelez International, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
VZ,Verizon Communications Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
USB,U.S. Bancorp,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
RL,Ralph Lauren Corporation,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2020-04-14,04/14/2020,SALE (PARTIAL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
STT,State Street Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
KO,The Coca-Cola Company,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
BMY,Bristol-Myers Squibb Company,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BAC,Bank of America Corporation,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
ORCL,Oracle Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
VZ,Verizon Communications Inc.,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
PYPL,"PayPal Holdings, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
GOOGL,Alphabet Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NKE,"NIKE, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MDLZ,"Mondelez International, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MO,"Altria Group, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JPM,JPMorgan Chase &amp; Co.,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
KMI,"Kinder Morgan, Inc.",2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NFLX,"Netflix, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
HCA,"HCA Healthcare, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
V,Visa Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
PRU,"Prudential Financial, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
EMR,Emerson Electric Co.,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
HON,Honeywell International Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
EXR,Extra Space Storage Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CSCO,"Cisco Systems, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
COST,Costco Wholesale Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DOW,Dow Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AAPL,Apple Inc.,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
AMZN,"Amazon.com, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
DIS,The Walt Disney Company,2020-04-14,04/14/2020,SALE (PARTIAL),"$15,001 - $50,000",Senator,15001,50000,32500.5
MU,"Micron Technology, Inc.",2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
CVX,Chevron Corporation,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
GOOG,Alphabet Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
BKNG,Booking Holdings Inc.,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
FOXA,Fox Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
NWS,News Corporation,2020-04-14,04/14/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SYY,Sysco Corporation,2020-04-14,04/14/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
PG,The Procter &amp; Gamble Company,2020-04-14,04/14/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
KMI,"Kinder Morgan, Inc.",2020-04-15,04/15/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
OKE,"ONEOK, Inc.",2020-04-15,04/15/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WMB,"The Williams Companies, Inc.",2020-04-15,04/15/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
TRGP,Targa Resources Corp.,2020-04-15,04/15/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DIS,The Walt Disney Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
COP,ConocoPhillips,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
KO,The Coca-Cola Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
DD,"DuPont de Nemours, Inc.",2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
C,Citigroup Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
HD,"The Home Depot, Inc.",2020-04-16,04/16/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
GIS,"General Mills, Inc.",2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BMY,Bristol-Myers Squibb Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CAT,Caterpillar Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AAPL,Apple Inc.,2020-04-16,04/16/2020,SALE (FULL),"$15,001 - $50,000",Senator,15001,50000,32500.5
T,AT&amp;T Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AFL,Aflac Incorporated,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BX,The Blackstone Group Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
BA,The Boeing Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JNJ,Johnson &amp; Johnson,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
TFC,Truist Financial Corporation,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SYY,Sysco Corporation,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
URI,"United Rentals, Inc.",2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
WFC,Wells Fargo &amp; Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
VZ,Verizon Communications Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
SO,The Southern Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MRK,"Merck &amp; Co., Inc.",2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PG,The Procter &amp; Gamble Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JPM,JPMorgan Chase &amp; Co.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
INTC,Intel Corporation,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
LLY,Eli Lilly and Company,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
MSFT,Microsoft Corporation,2020-04-16,04/16/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
PYPL,"PayPal Holdings, Inc.",2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
PM,Philip Morris International Inc.,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NKE,"NIKE, Inc.",2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
NSC,Norfolk Southern Corporation,2020-04-16,04/16/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
AMAT,"Applied Materials, Inc.",2020-04-17,04/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
DIS,The Walt Disney Company,2020-04-17,04/17/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
F,Ford Motor Company,2020-04-17,04/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GOOG,Alphabet Inc.,2020-04-17,04/17/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
KLAC,KLA Corporation,2020-04-17,04/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
SBUX,Starbucks Corporation,2020-04-17,04/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
T,AT&amp;T Inc.,2020-04-17,04/17/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
VMC,Vulcan Materials Company,2020-04-17,04/17/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AMZN,"Amazon.com, Inc.",2020-05-01,05/01/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
TEL,TE Connectivity Ltd.,2020-04-24,04/24/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
JCI,Johnson Controls International plc,2020-04-24,04/24/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
C,Citigroup Inc.,2020-04-24,04/24/2020,SALE (FULL),"$1,001 - $15,000",Senator,1001,15000,8000.5
CRWD,"CrowdStrike Holdings, Inc.",2020-04-24,04/24/2020,SALE (FULL),"$50,001 - $100,000",Senator,50001,100000,75000.5
PYPL,"PayPal Holdings, Inc.",2020-04-23,04/23/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
CRWD,"CrowdStrike Holdings, Inc.",2020-04-21,04/21/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
NVDA,NVIDIA Corporation,2020-04-21,04/21/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
AMZN,"Amazon.com, Inc.",2020-04-17,04/17/2020,PURCHASE,"$50,001 - $100,000",Senator,50001,100000,75000.5
UPS,"United Parcel Service, Inc.",2020-04-08,04/08/2020,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5
GOOG,Alphabet Inc.,2020-04-08,04/08/2020,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5
