Ticker,Asset Name,Transaction Date,Disclosure Date,Type,Amount Range,Insider Title,Min Amount,Max Amount,Midpoint Amount,Stock Price at Trade,Stock Price 90D Later,Market (SPY) 90D Return,Stock 90D Return,Abnormal Alpha Return
AAPL,Apple Inc.,2017-09-27,09/27/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,35.92329025268555,39.87203598022461,0.07400817575433528,0.10992160516933336,0.035913429414998074
NFLX,"Netflix, Inc.",2017-07-31,07/31/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,18.166000366210938,19.95400047302246,0.04951547362552708,0.0984256341939326,0.048910160568405525
AAPL,Apple Inc.,2017-06-20,06/20/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,33.64364242553711,36.957462310791016,0.03271192008508252,0.09849765502021152,0.06578573493512899
NFLX,"Netflix, Inc.",2017-06-20,06/20/2017,PURCHASE,"$15,001 - $50,000",Senator,15001,50000,32500.5,15.204999923706055,18.461999893188477,0.03271192008508252,0.2142058524054608,0.18149393232037828
NFLX,"Netflix, Inc.",2017-04-07,04/07/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,14.310999870300293,14.625,0.027734533075352796,0.02194117340126272,-0.005793359674090077
AAPL,Apple Inc.,2017-03-16,03/16/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,32.50718688964844,33.67845153808594,0.0286084740730526,0.03603094455430952,0.007422470481256917
NVDA,NVIDIA Corporation,2017-01-11,01/11/2017,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,2.586627960205078,2.4165103435516357,0.03955350090209246,-0.0657681039835179,-0.10532160488561036
AAPL,Apple Inc.,2016-12-15,12/15/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,26.64531898498535,32.45405578613281,0.05973456751705395,0.21800214906117982,0.15826758154412587
NFLX,"Netflix, Inc.",2016-06-10,06/10/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,9.375,9.965999603271484,0.04558642415531552,0.06303995768229166,0.017453533526976144
NFLX,"Netflix, Inc.",2016-05-18,05/18/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,9.050000190734863,9.51200008392334,0.06921841536110815,0.051049710878620654,-0.018168704482487495
NVDA,NVIDIA Corporation,2016-05-18,05/18/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,1.0602225065231323,1.5346466302871704,0.06921841536110815,0.44747599758078416,0.378257582219676
NVDA,NVIDIA Corporation,2016-04-19,04/19/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,0.8878385424613953,1.2985655069351196,0.03637674289087878,0.46261447868105304,0.42623773579017427
NVDA,NVIDIA Corporation,2016-04-26,04/26/2016,PURCHASE,"$1,001 - $15,000",Senator,1001,15000,8000.5,0.8919950723648071,1.365001916885376,0.0423929252500883,0.5302796609252108,0.48788673567512253
